Author	n (strains)	publication title	journal	publication URL	strains
Zaed et al	3	unknown	unknown	unknown	Bahrain/02/2020,Bahrain/Hu-1/2020,Bahrain/110003611/2020
LIC et al	1	unknown	unknown	unknown	Latvia/test1/2020
Thanh Le Viet et al	4	unknown	unknown	unknown	Zimbabwe/ZW-6970/2020,Zimbabwe/ZW-1193B/2020,Zimbabwe/ZW-25/2020,Zimbabwe/ZW-29/2020
Yaqub et al	5	unknown	unknown	unknown	Pakistan/UN-UVAS-Lahore-IV/2020,Pakistan/UN-UVAS-Lahore-II/2020,Pakistan/UN-UVAS-Lahore-III/2020,Pakistan/UN-UVAS-Lahore-I/2020,Pakistan/UN-UVAS-Sialkot/2020
Seadawy et al	11	unknown	unknown	unknown	Egypt/ARMY-MCL0018/2020,Egypt/ARMY-MCL008/2020,Egypt/ARMY-MCL002/2020,Egypt/ARMY-MCL009/2020,Egypt/EGY-025/2020,Egypt/EGY-S036/2020,Egypt/EGY-041/2020,Egypt/EGY-Cairo/2020,Egypt/ARMY-MCL011/2020,Egypt/ARMY-MCL001-2/2020,Egypt/ARMY-MCL012/2020
Lorusso A et al	19	unknown	unknown	unknown	Italy/ABR-IZSGC-TE99753/2020,Italy/ABR-IZSGC-TE10938/2021,Italy/ABR-IZSGC-TE46433/2020,Italy/ABR-IZSGC-TE46439/2020,Italy/ABR-IZSGC-TE46429/2020,Italy/ABR-IZSGC-TE46435/2020,Italy/ABR-IZSGC-TE26539/2020,Italy/ABR-IZSGC-TE46428/2020,Italy/ABR-IZSGC-TE46424/2020,Italy/ABR-IZSGC-TE46419/2020,Italy/ABR-IZSGC-TE49482/2020,Italy/ABR-IZSGC-TE49273/2020,Italy/ABR-IZSGC-TE49461/2020,Italy/ABR-IZSGC-TE49480/2020,Italy/ABR-IZSGC-TE46129/2020,Italy/ABR-IZSGC-TE46436/2020,Italy/ABR-IZSGC-353763/2020,Italy/ABR-IZSGC-TE360525/2020,Italy/ABR-IZSGC-354034/2020
Souissi et al	18	unknown	unknown	unknown	Tunisia/ADAGE-18212/2020,Tunisia/ADAGE-18505/2020,Tunisia/ADAGE-17873/2020,Tunisia/ADAGE-18245/2020,Tunisia/ADAGE-18503/2020,Tunisia/ADAGE-17786/2020,Tunisia/9066/2020,Tunisia/20424/2020,Tunisia/40795/2021,Tunisia/38266QC/2021,Tunisia/37994/2021,Tunisia/NC9560/2020,Tunisia/35507/2020,Tunisia/34855/2020,Tunisia/ADAGE-24776/2020,Tunisia/ADAGE-24779/2020,Tunisia/ADAGE-24763/2020,Tunisia/ADAGE-17149/2020
Salihefendic L. et al	2	unknown	unknown	unknown	BosniaandHerzegovina/AGC-SAR-002/2020,BosniaandHerzegovina/AGC-MOS-002/2020
Goletić Š. et al	11	unknown	unknown	unknown	BosniaandHerzegovina/VFS-UNSA-LMGFI020/2021,BosniaandHerzegovina/VFS-UNSA-LMGFI014/2020,BosniaandHerzegovina/VFS-UNSA-LMGFI011/2020,BosniaandHerzegovina/VFS-UNSA-LMGFI018/2021,BosniaandHerzegovina/VFS-UNSA-LMGFI013/2020,BosniaandHerzegovina/VFS-UNSA-LMGFI015/2021,BosniaandHerzegovina/VFS-UNSA-LMGFI017/2021,BosniaandHerzegovina/VFS-UNSA-LMGFI019/2021,BosniaandHerzegovina/VFS-UNSA-LMGFI022/2021,BosniaandHerzegovina/VFS-UNSA-LMGFI021/2021,BosniaandHerzegovina/VFS-UNSA-LMGFI016/2021
Jonas Fuchs et al	11	unknown	unknown	unknown	Germany/BW-FR0043/2020,Germany/BW-FR0059/2020,Germany/BW-FR0062/2020,Germany/BW-FR0170/2020,Germany/BW-FR0074/2020,Germany/BW-FR0132/2020,Germany/BW-FR0129/2020,Germany/BW-FR0131/2020,Germany/BW-FR0588/2020,Germany/BW-FR0569/2020,Germany/BW-FR0594/2020
Pia Laine et al	1	unknown	unknown	unknown	Finland/FinD796H/2021
Carla López-Causapé et al	18	unknown	unknown	unknown	Spain/IB-IBV-99010817/2020,Spain/IB-IBV-99010811/2020,Spain/IB-IBV-99010812/2020,Spain/IB-IBV-99010816/2020,Spain/IB-IBV-99010813/2020,Spain/IB-IBV-99010814/2020,Spain/IB-IBV-99012846/2020,Spain/IB-IBV-99022022/2021,Spain/IB-IBV-99007264/2020,Spain/IB-IBV-99010844/2020,Spain/IB-IBV-99010843/2020,Spain/IB-IBV-99010810/2020,Spain/IB-IBV-99010807/2020,Spain/IB-IBV-99010833/2020,Spain/IB-IBV-99010845/2020,Spain/IB-IBV-99010846/2020,Spain/IB-IBV-99010805/2020,Spain/IB-IBV-99010789/2020
Marek Sanak et al	8	unknown	unknown	unknown	Poland/PL_P21/2020,Poland/PL_P10/2020,Poland/PL_P14/2020,Poland/PL_P19/2020,Poland/PL_P20/2020,Poland/PL_P18/2020,Poland/PL_P11/2020,Poland/PL_P17/2020
Lobiuc Andrei et al. et al	11	unknown	unknown	unknown	Romania/ROSV_12235/2020,Romania/ROSV_9826/2020,Romania/ROSV_3242/2020,Romania/ROSV_12646/2020,Romania/ROSV_13429/2020,Romania/ROSV_12587/2020,Romania/ROSV_2794/2020,Romania/ROSV_5812/2020,Romania/ROSV_12278/2020,Romania/ROSV_13109/2020,Romania/ROSV_1296/2020
Lobiuc Andrei et al	27	unknown	unknown	unknown	Romania/ROSV_12615/2020,Romania/RO_DJ37480/2020,Romania/RO_IOCN38/2020,Romania/ROSV_28415/2020,Romania/ROSV_28369/2020,Romania/ROSV_3019/2020,Romania/ROSV_7981/2020,Romania/ROSV_12619/2020,Romania/ROSV_569/2020,Romania/ROSV_12442/2020,Romania/ROSV_12618/2020,Romania/ROSV_4271/2020,Romania/ROSV_5849/2020,Romania/ROSV_11161/2020,Romania/ROSV_12812/2020,Romania/ROSV_8990/2020,Romania/ROSV_10626/2020,Romania/RO_SC10051/2020,Romania/RO_DJ40541/2020,Romania/RO_DJ40921/2020,Romania/RO_IOCN19/2020,Romania/RO_IOCN51/2020,Romania/RO_IOCN50/2020,Romania/RO_IOCN78/2020,Romania/ROSV_28461/2020,Romania/ROSV_12421/2020,Romania/RO_IOCN15/2020
Mihaela Lazar et al	2	unknown	unknown	unknown	Romania/Bucuresti-FV5166/2020,Romania/Suceava413452/2021
Victor M Corman et al C	2	Whole-Genome Sequences of the Severe Acute Respiratory Syndrome Coronavirus-2 obtained from Romanian patients between March and June of 2020	unknown	https://dx.doi.org/10.1101/2020.06.28.175802	Romania/ChVir7245/2020,Romania/ChVir7246/2020
Shehab et al	1	unknown	unknown	unknown	Bahrain/920268866/2020
Goletic et al	1	Phylogenetic pattern of SARS-CoV-2 from COVID-19 patients from Bosnia and Herzegovina: lessons learned to optimize future molecular and epidemiological approaches	unknown	https://dx.doi.org/10.1101/2020.06.19.160606	BosniaandHerzegovina/01-Livno/2020
Tujan et al	1	unknown	unknown	unknown	Philippines/PH-RITM-0019/2020
Deborah A. Nickerson et al	3	unknown	unknown	unknown	USA/WA-S2389/2020,USA/WA-S5500/2021,USA/WA-S1998/2020
Sara Mfarrej et al	21	unknown	unknown	unknown	SaudiArabia/KAUST-JEDDAH560/2020,SaudiArabia/KAUST-JEDDAH583/2020,SaudiArabia/KAUST-Jeddah60/2020,SaudiArabia/KAUST-MAKKAH729/2020,SaudiArabia/KAUST-MADINAH690/2020,SaudiArabia/KAUST-MADINAH683/2020,SaudiArabia/KAUST-RIYADH1248/2020,SaudiArabia/KAUST-QATIF1351/2020,SaudiArabia/KAUST-MADINAH1269/2020,SaudiArabia/KAUST-MADINAH1688/2020,SaudiArabia/KAUST-MADINAH1496/2020,SaudiArabia/KAUST-MADINAH1497/2020,SaudiArabia/KAUST-JEDDAH682/2020,SaudiArabia/KAUST-RIYADH1267/2020,SaudiArabia/KAUST-MADINAH1657/2020,SaudiArabia/KAUST-RIYADH1256/2020,SaudiArabia/KAUST-RIYADH1249/2020,SaudiArabia/KAUST-RIYADH1262/2020,SaudiArabia/KAUST-RIYADH1261/2020,SaudiArabia/KAUST-MADINAH1490/2020,SaudiArabia/KAUST-QATIF1344/2020
Thushan de Silva et al	1	Preliminary analysis of SARS-CoV-2 importation & establishment of UK transmission lineages	unknown	https://virological.org/t/preliminary-analysis-of-sars-cov-2-importation-establishment-of-uk-transmission-lineages/507	England/SHEF-C4D6B/2020
Fathia Ben Rached et al	3	unknown	unknown	unknown	SaudiArabia/KAUST-JEDDAH1057/2020,SaudiArabia/KAUST-MADINAH1078/2020,SaudiArabia/KAUST-MADINAH1090/2020
S. Wesley Long et al	43	unknown	unknown	unknown	USA/TX-HMH-MCoV-8100/2020,USA/TX-HMH-MCoV-8200/2020,USA/TX-HMH-MCoV-12330/2020,USA/TX-HMH-MCoV-8969/2020,USA/TX-HMH-MCoV-9012/2020,USA/TX-HMH-MCoV-8615/2020,USA/TX-HMH-MCoV-9933/2020,USA/TX-HMH-MCoV-14055/2020,USA/TX-HMH-MCoV-13802/2020,USA/TX-HMH-MCoV-13807/2020,USA/TX-HMH-MCoV-13809/2020,USA/TX-HMH-MCoV-12819/2020,USA/TX-HMH-MCoV-12909/2020,USA/TX-HMH-MCoV-13793/2020,USA/TX-HMH-MCoV-13008/2020,USA/TX-HMH-MCoV-11961/2020,USA/TX-HMH-MCoV-12272/2020,USA/TX-HMH-MCoV-12032/2020,USA/TX-HMH-MCoV-12263/2020,USA/TX-HMH-MCoV-12389/2020,USA/TX-HMH-MCoV-12418/2020,USA/TX-HMH-MCoV-14330/2020,USA/TX-HMH-MCoV-14486/2020,USA/TX-HMH-MCoV-14496/2020,USA/TX-HMH-MCoV-14603/2020,USA/TX-HMH-MCoV-14602/2020,USA/TX-HMH-MCoV-14674/2020,USA/TX-HMH-MCoV-14628/2020,USA/TX-HMH-MCoV-14983/2020,USA/TX-HMH-MCoV-16670/2020,USA/TX-HMH-MCoV-19573/2020,USA/TX-HMH-MCoV-18220/2020,USA/TX-HMH-MCoV-19561/2020,USA/TX-HMH-MCoV-18317/2020,USA/TX-HMH-MCoV-19610/2020,USA/TX-HMH-MCoV-18293/2020,USA/TX-HMH-MCoV-18207/2020,USA/TX-HMH-MCoV-18196/2020,USA/TX-HMH-MCoV-18200/2020,USA/TX-HMH-MCoV-8649/2020,USA/TX-HMH-MCoV-10126/2020,USA/TX-HMH-MCoV-10863/2020,USA/TX-HMH-MCoV-9541/2020
Nabaes Jodar et al A	3	COVID-19 in Latin America: Contrasting phylodynamic inference with epidemiological surveillance.	unknown	https://dx.doi.org/10.1101/2020.05.23.20111443	Argentina/PAIS-A0011/2020,Argentina/PAIS-A0009/2020,Argentina/PAIS-A0007/2020
Wenjie Tan et al B	1	unknown	unknown	unknown	Beijing/IVDC-01-06/2020
Viktória Čabanová et al	23	unknown	unknown	unknown	Slovakia/UKBA-724/2020,Slovakia/UKBA-710/2020,Slovakia/UKBA-712/2020,Slovakia/UKBA-605/2020,Slovakia/UKBA-512/2020,Slovakia/UKBA-505/2020,Slovakia/UKBA-501/2020,Slovakia/UKBA-503/2020,Slovakia/UKBA-814/2021,Slovakia/UKBA-1221/2021,Slovakia/UKBA-1216/2021,Slovakia/UKBA-703/2021,Slovakia/UKBA-1021/2020,Slovakia/UKBA-1214/2021,Slovakia/UKBA-1404/2021,Slovakia/UKBA-801/2021,Slovakia/UKBA-1212/2021,Slovakia/UKBA-1112/2021,Slovakia/UKBA-705/2021,Slovakia/UKBA-803/2021,Slovakia/UKBA-601/2020,Slovakia/UKBA-701/2021,Slovakia/UKBA-610/2020
Guiomar et al et al	3	unknown	unknown	unknown	Portugal/PT0076/2020,Portugal/PT0021/2020,Portugal/PT0049/2020
Senjuti Saha et al A	29	unknown	unknown	unknown	Bangladesh/CHRF-0009/2020,Bangladesh/CHRF-0100/2020,Bangladesh/CHRF-0075/2020,Bangladesh/CHRF-0012/2020,Bangladesh/CHRF-0085/2020,Bangladesh/CHRF-0086/2020,Bangladesh/CHRF-0106/2020,Bangladesh/CHRF-0076/2020,Bangladesh/CHRF-0087/2020,Bangladesh/CHRF-0080/2020,Bangladesh/CHRF-0077/2020,Bangladesh/CHRF-0059/2020,Bangladesh/CHRF-0079/2020,Bangladesh/CHRF-0067/2020,Bangladesh/CHRF-0071/2020,Bangladesh/CHRF-0098/2020,Bangladesh/CHRF-0091/2020,Bangladesh/CHRF-0117/2020,Bangladesh/CHRF-0108/2020,Bangladesh/CHRF-0135/2021,Bangladesh/CHRF-0069/2020,Bangladesh/CHRF-0082/2020,Bangladesh/CHRF-0002/2020,Bangladesh/CHRF-0011/2020,Bangladesh/CHRF-0081/2020,Bangladesh/CHRF-0024/2020,Bangladesh/CHRF-0006/2020,Bangladesh/CHRF-0030/2020,Bangladesh/CHRF-0041/2020
Senjuti Saha et al B	1	Complete Genome Sequence of a Novel Coronavirus (SARS-CoV-2) Isolate from Bangladesh	unknown	https://dx.doi.org/10.1128/MRA.00568-20	Bangladesh/CHRF-0001/2020
Saha et al	1	unknown	unknown	unknown	Bangladesh/CHRF-01/2020
Md. Ahashan Habib et al	3	unknown	unknown	unknown	Bangladesh/BCSIR-NILMRC_427/2020,Bangladesh/BCSIR-NILMRC_428/2020,Bangladesh/BCSIR-NILMRC-461/2021
Md. Shazid Hasan et al	1	unknown	unknown	unknown	Bangladesh/JUST-GC91.124/2020
Nihad Adnan et al	1	unknown	unknown	unknown	Bangladesh/GRMDRC-8/2020
Jamiruddin et al	2	unknown	unknown	unknown	Bangladesh/GRBL_S11/2020,Bangladesh/GRBL_S6/2020
Md. Saddam Hossain et al	3	unknown	unknown	unknown	Bangladesh/BCSIR-NILMRC-507/2021,Bangladesh/BCSIR-NILMRC-459/2021,Bangladesh/BCSIR-NILMRC-232/2020
Tanjina Akhtar Banu et al	2	unknown	unknown	unknown	Bangladesh/BCSIR-NILMRC-509/2021,Bangladesh/BCSIR-NILMRC-436/2021
Md. Maruf Ahmed Molla et al	2	unknown	unknown	unknown	Bangladesh/BCSIR-NILMRC-469/2021,Bangladesh/BCSIR-NILMRC-464/2021
Iffat Jahan et al	4	unknown	unknown	unknown	Bangladesh/BCSIR-NILMRC_423/2020,Bangladesh/BCSIR-NILMRC_422/2020,Bangladesh/BCSIR-NILMRC-381/2020,Bangladesh/BCSIR-DU-08/2020
Robiul Hasan Bhuiyan et al	4	unknown	unknown	unknown	Bangladesh/CU-CTG-04/2020,Bangladesh/CU-CTG-09/2020,Bangladesh/CU-CTG-02/2020,Bangladesh/CU-CTG-72/2020
Md. Imranul Hoq et al	3	unknown	unknown	unknown	Bangladesh/CU-CTG-18/2020,Bangladesh/CU-CTG-13/2020,Bangladesh/CU-CTG-24/2020
Tanjina Akhter Banu et al	1	unknown	unknown	unknown	Bangladesh/BCSIR-NILMRC_397/2020
Seemann et al	1	unknown	unknown	unknown	Australia/VIC10678/2020
Barna Goswami et al	3	unknown	unknown	unknown	Bangladesh/BCSIR-NILMRC_421/2020,Bangladesh/BCSIR-NILMRC_420/2020,Bangladesh/BCSIR-NILMRC-514/2020
Shahina Akter et al	3	unknown	unknown	unknown	Bangladesh/BCSIR-NILMRC_393/2020,Bangladesh/BCSIR-NILMRC-467/2021,Bangladesh/BCSIR-NILMRC-68/2020
Md. Nazmul Hasan et al	1	unknown	unknown	unknown	Bangladesh/SUST-GEB-Habiganj-3/2020
Mohd. Raeed Jamiruddin et al	1	unknown	unknown	unknown	Bangladesh/GRMDRC-5/2020
Mohammad Omar Faruque et al	3	unknown	unknown	unknown	Bangladesh/CU-CTG-03/2020,Bangladesh/CU-CTG-06/2020,Bangladesh/CU-CTG-47/2020
Md. Abdul Matin et al	1	unknown	unknown	unknown	Bangladesh/JU-WMSRC-Dhaka-5/2020
Sandonís et al	3	unknown	unknown	unknown	Spain/CT-ISCIII-210896/2020,Spain/CT-ISCIII-210897/2020,Spain/CT-ISCIII-210895/2020
Susann Handrick et al	9	unknown	unknown	unknown	Tunisia/11-MHT_21/2020,Tunisia/11-MHT_6/2020,Tunisia/11-MHT_10/2020,Tunisia/11-MHT_5/2020,Tunisia/23-MHT_22/2020,Tunisia/43-MHT_19/2020,Tunisia/11-MHT_12/2020,Tunisia/11-MHT_9/2020,Tunisia/23-MHT_14/2020
Elena Gasich et al	12	unknown	unknown	unknown	Azerbaijan/RRCEM-sp_3/2021,Belarus/VI-RII-MH11358S/2020,Belarus/HM-RRCEM-Sars_Cov2_sp_1/2021,Belarus/MI-RRCEM-Sars_Cov_Vis_68/2021,Belarus/MI-RII-MH11353S/2020,Belarus/MA-RII-MH11359S/2020,Belarus/HO-RRCEM-MOZ11874S/2020,Belarus/HO-RII-MH11354S/2020,Belarus/MI-RII-MH11355S/2020,Belarus/MI-RII-MH11337S/2020,Belarus/MN-RRCEM-Sars_Cov_2_sp_7/2021,Belarus/MI-RII-MH11351S/2020
Radoslaw Charkiewicz et al	9	unknown	unknown	unknown	Poland/AODPiGM-108077/2021,Poland/AODPiGM-107262/2021,Poland/AODPiGM-107749/2021,Poland/AODPiGM-107754/2021,Poland/AODPiGM-107753/2021,Poland/AODPiGM-107746/2021,Poland/AODPiGM-107755/2021,Poland/AODPiGM-107748/2021,Poland/AODPiGM-105747/2021
Janis Pjalkovskis et al	40	unknown	unknown	unknown	Latvia/571/2021,Latvia/824/2021,Latvia/301/2021,Latvia/353/2021,Latvia/262/2021,Latvia/263/2021,Latvia/629/2021,Latvia/251/2021,Latvia/261/2021,Latvia/320/2021,Latvia/477/2021,Latvia/654/2021,Latvia/511/2021,Latvia/839/2021,Latvia/808/2021,Latvia/297/2021,Latvia/421/2021,Latvia/656/2021,Latvia/395/2021,Latvia/865/2021,Latvia/832/2021,Latvia/785/2021,Latvia/788/2021,Latvia/328/2021,Latvia/677/2021,Latvia/795/2021,Latvia/792/2021,Latvia/868/2021,Latvia/566/2021,Latvia/742/2021,Latvia/360/2021,Latvia/599/2021,Latvia/359/2021,Latvia/628/2021,Latvia/349/2021,Latvia/623/2021,Latvia/347/2021,Latvia/609/2021,Latvia/238/2021,Latvia/302/2021
Marion Barbet et al B	70	unknown	unknown	unknown	Guadeloupe/IPG-7341/2020,Monaco/IPP04324/2021,Guadeloupe/IPP02972/2021,France/IDF-IPP01408/2021,France/IDF-IPP04494/2021,France/IDF-IPP04495/2021,France/IDF-IPP04466/2021,France/IDF-IPP04467/2021,France/IDF-IPP04470/2021,France/GES-IPP04482/2021,Guadeloupe/IPP04223/2021,France/BRE-IPP03947/2020,France/BRE-IPP03948/2020,France/BRE-IPP03945/2020,Guadeloupe/IPP02961/2021,Guadeloupe/IPP02970/2021,France/IDF-IPP04468/2021,France/BRE-IPP02811/2021,France/BRE-IPP02810/2021,France/HDF-IPP02633/2021,Guadeloupe/IPP02984/2021,France/IDF-IPP00405/2021,France/IDF-IPP01423/2021,France/IDF-IPP01428/2021,France/IDF-IPP01985/2021,France/HDF-IPP03607/2021,France/IDF-IPP01591/2021,France/IDF-IPP04118/2021,France/IDF-IPP00409/2021,France/IDF-IPP03832/2021,Guadeloupe/IPP04221/2021,France/HDF-IPP00674/2021,France/IDF-IPP01576/2021,France/IDF-IPP01357/2021,France/IDF-IPP01541/2021,SaintBarthelemy/IPG-7329/2020,Guadeloupe/IPG-7330/2020,Guadeloupe/IPG-7327/2020,Guadeloupe/IPG-7328/2020,Guadeloupe/IPG-7324/2020,SaintMartin/IPG-7350/2020,Guadeloupe/IPP02979/2021,Guadeloupe/IPG-7338/2020,SaintMartin/IPG-7352/2020,SaintMartin/IPG-7356/2020,SaintMartin/IPG-7343/2020,Guadeloupe/IPG-7336/2020,Guadeloupe/IPG-7331/2020,SaintMartin/IPG-7349/2020,SaintMartin/IPG-7348/2020,SaintMartin/IPG-7354/2020,Guadeloupe/IPG-7323/2020,SaintMartin/IPG-7351/2020,Guadeloupe/IPG-7319/2020,SaintMartin/IPG-7355/2020,SaintMartin/IPG-7357/2020,Guadeloupe/IPP02968/2021,Guadeloupe/IPP02978/2021,France/IDF-IPP04469/2021,SaintBarthelemy/IPG-7358/2020,Guadeloupe/IPP04491/2021,Monaco/IPP04454/2021,Guadeloupe/IPP02958/2021,Guadeloupe/IPP02965/2021,Guadeloupe/IPP02966/2021,France/BRE-IPP9318/2020,Guadeloupe/IPP02969/2021,Monaco/IPP04453/2021,Monaco/IPP04455/2021,France/HDF-9440/2020
Brazil-UK Centre for Arbovirus Discovery Diagnosis Genomics et al	8	unknown	unknown	unknown	Brazil/SP-L43-CD1132/2020,Brazil/AM-L70-71-CD1717/2020,Brazil/SP-L94-CD2722/2021,Brazil/SP-L34-CD878/2020,Brazil/SP-L33-CD857/2020,Brazil/SP-L34-CD883/2020,Brazil/MG-L2-MG19/2020,Brazil/MG-L2-MG21/2020
Ismael N et al	7	unknown	unknown	unknown	Mozambique/KRISP-MZ158971/2020,Mozambique/KRISP-MZ158905/2020,Mozambique/KRISP-MZ155093/2020,Mozambique/KRISP-MZ154276/2020,Mozambique/KRISP-MZ157470/2020,Mozambique/KRISP-MZ154278/2020,Mozambique/KRISP-MZ157469/2020
Alessandra P Lamarca et al	5	unknown	unknown	unknown	Brazil/BA-00750/2021,Brazil/BA-00753/2021,Brazil/RJ-00833/2021,Brazil/RN-00871/2021,Brazil/RJ-00820/2021
Amadio et al	4	unknown	unknown	unknown	Argentina/PAIS-E0100/2020,Argentina/PAIS-E0102/2020,Argentina/PAIS-E0101/2020,Argentina/PAIS-E0126/2020
Francis A. Tablizo et al	23	unknown	unknown	unknown	Philippines/PH-PGC-04222/2021,Philippines/PH-PGC-06612/2021,Philippines/PH-PGC-04789/2021,Philippines/PH-PGC-04805/2021,Philippines/PH-PGC-06700/2021,Philippines/PH-PGC-04800/2021,Philippines/PH-PGC-06696/2021,Philippines/PH-PGC-06704/2021,Philippines/PH-PGC-06694/2021,Philippines/PH-PGC-06695/2021,Philippines/PH-PGC-02033/2021,Philippines/PH-PGC-02812/2021,Philippines/PH-PGC-02152/2021,Philippines/PH-PGC-02185/2021,Philippines/PH-PGC-02851/2021,Philippines/PH-PGC-03846/2021,Philippines/PH-PGC-02630/2021,Philippines/PH-PGC-00315/2020,Philippines/PH-PGC-00317/2020,Philippines/PH-PGC-00401/2020,Philippines/PH-PGC-02733/2021,Philippines/PH-PGC-02408/2021,Philippines/PH-PGC-02793/2021
Fabian Aguilar et al	3	unknown	unknown	unknown	Ecuador/USFQ-208/2020,Ecuador/USFQ-527/2020,Ecuador/USFQ-209/2020
Keith Durkin et al B	13	A phylodynamic workflow to rapidly gain insights into the dispersal history and dynamics of SARS-CoV-2 lineages	unknown	https://dx.doi.org/10.1101/2020.05.05.078758	Belgium/ULG-10093/2020,Belgium/ULG-9714/2020,Belgium/ULG-10014/2020,Belgium/ULG-10057/2020,Belgium/ULG-10102/2020,Belgium/ULG-10072/2020,Belgium/ULG-10082/2020,Belgium/ULG-10098/2020,Belgium/ULG-10103/2020,Belgium/ULG-10085/2020,Belgium/ULG-10126/2020,Belgium/ULG-10133/2020,Belgium/ULG-10106/2020
Salome Javashvili et al	1	unknown	unknown	unknown	Georgia/Tb-86952/2020
Meri Pantsulaia et al	3	unknown	unknown	unknown	Georgia/Tb-97937/2020,Georgia/Tb-27822/2020,Georgia/Tb-6598/2020
Leonardo I. Almonacid et al	8	unknown	unknown	unknown	Chile/Santiago-PUC_MVL_0360/2020,Chile/Santiago-PUC_MVL_0305/2020,Chile/Santiago-PUC_MVL_0321/2020,Chile/Santiago-PUC_MVL_0265/2020,Chile/Santiago-PUC_MVL_0023/2020,Chile/Santiago-PUC_MVL_0432/2020,Chile/Santiago-JDP7073/2020,Chile/Santiago-PUC_MVL_0292/2020
Echeverría C et al	4	unknown	unknown	unknown	Chile/AT-CMM-ATAC16/2020,Chile/AT-CMM-ATAC18/2020,Chile/AT-CMM-ATAC05/2020,Chile/AT-CMM-ATAC14/2020
Joao Sobral et al	12	unknown	unknown	unknown	Portugal/IGC4395/2020,Portugal/IGC4403/2020,Portugal/IGC4476/2020,Portugal/IGC4468/2020,Portugal/IGC4126/2020,Portugal/IGC4549/2020,Portugal/IGC4425/2020,Portugal/IGC4103/2020,Portugal/IGC4251/2020,Portugal/IGC4479/2020,Portugal/IGC4501/2020,Portugal/IGC4471/2020
Cathy Paulino et al	5	unknown	unknown	unknown	Portugal/IGC3872/2020,Portugal/IGC3659/2020,Portugal/IGC4024/2020,Portugal/IGC_g139/2020,Portugal/IGC_g135/2020
Liidia Dotsenko et al. et al	14	unknown	unknown	unknown	Estonia/16145906/2021,Estonia/151343/2021,Estonia/151340/2021,Estonia/151439/2021,Estonia/151338/2021,Estonia/151341/2021,Estonia/15701848/2021,Estonia/15753151/2021,Estonia/16145903/2021,Estonia/L21020902968/2021,Estonia/15632225/2021,Estonia/15610715/2021,Estonia/927/2021,Estonia/583/2021
Barcellos R et al	1	unknown	unknown	unknown	Brazil/RS-40467/2020
Yin Chen et al	1	unknown	unknown	unknown	Zhejiang/SX0715/2020
Susana Ladeiro et al	10	unknown	unknown	unknown	Portugal/R473/2020,Portugal/R1171/2020,Portugal/R998/2020,Portugal/R1320/2020,Portugal/R486/2020,Portugal/R493/2020,Portugal/R440/2020,Portugal/R835/2020,Portugal/R498/2020,Portugal/R502/2020
Kungulovski G. et al. et al	3	unknown	unknown	unknown	NorthMacedonia/ZMC-40813/2020,NorthMacedonia/ZMC-2345/2021,NorthMacedonia/ZMC-1178/2021
Valdinete Nascimento et al	22	unknown	unknown	unknown	Brazil/AM-20842839FG/2020,Brazil/AM-20892962AF/2020,Brazil/AM-20842130HA/2020,Brazil/AM-20895554JT/2020,Brazil/AM-20842386CA/2020,Brazil/AM-20842408LA/2020,Brazil/AM-20842455CA/2020,Brazil/AM-20842703OP/2020,Brazil/AM-20142274FB/2020,Brazil/AM-20142346FB/2020,Brazil/AM-20142371CJ/2020,Brazil/AM-20842996RF/2020,Brazil/AM-20142910VS/2020,Brazil/AM-20143164MG/2020,Brazil/AM-20143003CA/2020,Brazil/AM-20843044TM/2020,Brazil/AM-20143145KL/2020,Brazil/AM-20890140CD/2020,Brazil/AM-20891128MC/2020,Brazil/AM-20890661CB/2020,Brazil/AM-20891105GG/2020,Brazil/AM-20891184SB/2020
Santos et al	5	unknown	unknown	unknown	Brazil/AM-IEC-177284/2020,Brazil/AM-IEC-177282/2020,Brazil/PA-IEC176486/2020,Brazil/PA-IEC173006/2020,Brazil/AP-IEC-177390/2020
Nuno Faria et al	1	unknown	unknown	unknown	Brazil/AM-L70-CD1717/2020
João Costa et al	7	unknown	unknown	unknown	Portugal/IGC2981/2020,Portugal/IGC3010/2020,Portugal/IGC3484/2020,Portugal/IGC3555/2020,Portugal/IGC_g173/2020,Portugal/IGC_g210/2020,Portugal/IGC_g152/2020
Cristina Andrés et al	19	unknown	unknown	unknown	Spain/CT-HUVH-14585/2020,Spain/CT-HUVH-06678/2020,Spain/CT-HUVH-28513/2021,Spain/CT-HUVH-50174/2021,Spain/CT-HUVH-54626/2020,Spain/CT-HUVH-95275/2020,Spain/CT-HUVH-41075/2020,Spain/CT-HUVH-17192/2020,Spain/CT-HUVH-03372/2020,Spain/CT-HUVH-87369/2020,Spain/CT-HUVH-05803/2020,Spain/CT-HUVH-44945/2020,Spain/CT-HUVH-65445/2020,Spain/CT-HUVH-61754/2020,Spain/CT-HUVH-60815/2020,Spain/CT-HUVH-00927/2020,Spain/CT-HUVH-69790/2021,Spain/CT-HUVH-24554/2021,Spain/CT-HUVH-57574/2021
Sunil K. Raghav et al	6	unknown	unknown	unknown	India/OR-ILSGS00079/2020,India/OR-ILSGS00071/2020,India/OR-ILSGS00040/2020,India/OR-ILSGS00032/2021,India/OR-ILSGS00033/2021,India/OR-ILSGS00021/2021
